"250229990","BIŁGORAJ"," 5803"
"253140080","BINOWO","92015"
"249220060","BIRCZA"," 6803"
"253190130","BISKUPIEC","92522"
"253200030","BISKUPIEC","92652"
"253209997","BISKUPIEC"," 2601"
"252159994","BLEDZEW","93127"
"251160010","BŁOTNICA","93201"
"254169997","BOBIĘCINO","91201"
"251150010","BOBROWICE","94164"
"252179998","BOBROWNIKI"," 3301"
"252170050","BOBROWNIKI","93367"
"251190180","BOBRY","94502"
"249209999","BOCHNIA"," 6601"
"252140120","BOCZÓW","93006"
"252230140","BOĆKI","93910"
"250200040","BODZENTYN"," 5601"
"250140030","BOGATYNIA"," 5001"
"250149999","BOGATYNIA","95050"
"249190170","BOGDANÓWKA","96555"
"251210050","BOGLEWICE","94732"
"250219978","BOGORIA","95738"
"252199994","BOGUCIN"," 3502"
"250219999","BOGUSŁAWICE"," 5702"
"250210060","BOGUSŁAWICE","95764"
"250160190","BOGUSZÓW-GORCE","95252"
"251169992","BOJANOWO","94240"
"253200110","BOLEJNY","92623"
"250199992","BOLESŁAW","95522"
"250160050","BOLESŁAWICE","95264"
"250160610","BOLESŁAWÓW"," 5252"
"252140070","BOLESZKOWICE","93014"
"252169988","BOLEWICKO","93257"
"250160030","BOLKÓW","95267"
"252230030","BONDARY"," 3951"
"250190150","BONOWICE","95580"
"252200080","BORKOWO","93661"
"254200050","BORNITY","91651"
"251150040","BOROWIEC","94156"
"253170010","BOROWY MŁYN","92360"
"250160070","BORÓW","95348"
"250189987","BORUCIN","95401"
"254170110","BORUCINO","91353"
"254170210","BORUCINO"," 1351"
"250200230","BORUSOWA"," 5606"
"250189981","BORYNIA","95403"
"250200290","BORZĘCIN","95605"
"253180010","BOŻEPOLE SZLACHECKIE","92447"
"250170430","BRANICE","95303"
"254190040","BRANIEWO","91522"
"252220050","BRAŃSK","93832"
"251190010","BRATOSZEWICE","94547"
"249189994","BRENNA","96433"
"249180160","BRENNA"," 6451"
"249180190","BRENNA-LEŚNICA","96450"
"252160220","BRODNICA","93215"
"253190210","BRODNICA N/DRWĘCĄ","92512"
"252169997","BRODY","93235"
"251210240","BRODY IŁŻECKIE","94703"
"253180050","BRODY POMORSKIE","92451"
"251140030","BROŻEK (ZASIEKI)","94007"
"253190330","BRUDNICE","92558"
"250180180","BRUSIEK","95460"
"254160010","BRUSKOWO MAŁE","91252"
"254169999","BRUSKOWO WIELKIE","91251"
"251239993","BRUSS STARY","94916"
"252200190","BRWINÓW","93657"
"252209995","BRWINÓW"," 3608"
"250180250","BRYNICA","95544"
"250170050","BRZEG","95347"
"251160230","BRZEG DOLNY","94219"
"249229993","BRZEGI DOLNE"," 6806"
"249220130","BRZEGI DOLNE","96851"
"252189987","BRZEŚĆ KUJAWSKI","93436"
"251170170","BRZEZIE","94320"
"249210020","BRZEZINY","96739"
"253150240","BRZEŹNIAK","92155"
"249190020","BRZEŹNICA","96576"
"250219987","BRZEŹNICA N/WISŁOKĄ","95710"
"249219997","BRZOSTEK","96737"
"253190190","BRZOZIE","92514"
"249229994","BRZOZÓW","96828"
"251219990","BRZÓZA","94726"
"253190350","BRZUZE","92560"
"251159984","BUCHAŁÓW","94160"
"253179987","BUCZEK MAŁY","92327"
"251150120","BUCZYNA","94142"
"253190010","BUCZYNIEC","92546"
"253190340","BUCZYNIEC","92559"
"252159996","BUDACHÓW","93150"
"250219992","BUDY TUSZOWSKIE","95725"
"251169997","BUDZISZÓW MAŁY","94209"
"251160270","BUDZISZÓW WIELKI","94208"
"249220020","BUDZIWÓJ","96842"
"249199994","BUDZÓW","96560"
"249220360","BUKOWIEC","96856"
"254170070","BUKOWINA","91328"
"249200480","BUKOWINA TATRZAŃSKA"," 6626"
"250150260","BUKÓWKA","95102"
"251209996","BUKÓWNO","94626"
"253220160","BURZYN","92813"
"353170240","BYDGOSZCZ","  240"
"253180220","BYDGOSZCZ"," 2450"
"253170260","BYDGOSZCZ-SZWEDEROWO"," 2351"
"253170260","BYDGOSZCZ-SZWEDEROWO","92367"
"250160550","BYSTRZYCA KŁODZKA","95279"
"250169985","BYSTRZYCA KŁODZKA"," 5209"
"253190320","BYSZWAŁD","92557"
"250189975","BYTOM","95439"
"251159989","BYTOM ODRZAŃSKI","94150"
"251150060","CEBER"," 4201"
"251160330","CEBER-KOZIE DOŁY"," 4252"
"254179993","CECENOWO"," 1301"
"251189991","CEKÓW","94441"
"251210280","CELEJÓW","94750"
"252210230","CELESTYNÓW","93772"
"249180030","CHAŁUPKI","96424"
"250199995","CHECHŁO","95533"
"251230140","CHEŁM","94907"
"250160290","CHEŁMSKO ŚLĄSKIE","95237"
"251170190","CHEŁSTÓW","94317"
"251200170","CHEŁSTY","94611"
"250209995","CHMIELNIK","95635"
"250219994","CHMIELÓW"," 5707"
"251169993","CHOBIENIA","94230"
"251150150","CHOCIANÓW","94136"
"250160430","CHOCIESZÓW","95220"
"251170020","CHOCZ","94347"
"252190110","CHODECZ","93520"
"251220170","CHODEL","94807"
"253169991","CHODZIEŻ","92256"
"252140010","CHOJNA","93026"
"353170235","CHOJNICE","  235"
"251150190","CHOJNÓW","94129"
"253159993","CHOMĘTOWO"," 2101"
"253200180","CHORZELE","92611"
"250210180","CHORZELÓW"," 5708"
"250189984","CHORZÓW-MIASTO","95433"
"253150180","CHOSZCZNO","92108"
"252230090","CHRABOŁY","93952"
"250200190","CHROBERZ","95624"
"252180010","CHROŚNA","92401"
"250150010","CHROŚNICA","95135"
"250190370","CHRZANÓW","95510"
"250189972","CHRZĄSTOWICE","95465"
"253170210","CHRZĄSTOWO"," 2303"
"251160170","CHWAŁKOWICE"," 4250"
"249190590","CHYŻNE","96512"
"252179988","CIĄŻEŃ","93315"
"252230190","CICIBÓR"," 3950"
"250150130","CIECHANOWICE","95122"
"252220060","CIECHANOWIEC","93829"
"252209986","CIECHANÓW","93650"
"252189999","CIECHOCINEK"," 3401"
"253179990","CIECHOLEWY","92351"
"249210110","CIEKLIN","96722"
"252200070","CIEKSYN","93639"
"250190040","CIELĘTNIKI","95574"
"253229991","CIEMNOSZYJE","92824"
"251210150","CIEPIELÓW","94714"
"250220160","CIEPLICE","95813"
"250159998","CIEPLICE ŚLĄSKIE-ZDRÓJ"," 5102"
"253210240","CIERPIĘTA","92706"
"250230160","CIESZANÓW"," 5951"
"250239989","CIESZANÓW","95904"
"249180550","CIESZYN"," 6452"
"249180130","CIESZYN"," 6403"
"249209992","CIĘŻKOWICE"," 6603"
"250190320","CIĘŻKOWICE","95516"
"251160070","CIOŁKOWO","94241"
"249220250","CISNA","96805"
"251180220","CISOWA","94405"
"250200110","CISÓW","95658"
"252140130","CYBINKA","93004"
"250199986","CYKARZEW","95576"
"253169995","CZAPLINEK","92220"
"250219984","CZARNA","95705"
"254179996","CZARNA DĄBRÓWKA"," 1304"
"251210310","CZARNA KOLONIA","94752"
"253180060","CZARNA WODA","92438"
"250190050","CZARNCA","95572"
"253169996","CZARNE","92224"
"250170170","CZARNOLAS","95329"
"252210020","CZARNOWO","93776"
"252200250","CZARNÓW-TOWARZYSTWO","93664"
"249199984","CZARNY DUNAJEC"," 6519"
"251179995","CZARNY LAS","94324"
"251179991","CZARNY SAD","94351"
"251180120","CZARTORYJA","94424"
"251179998","CZATKOWICE","94325"
"249209993","CZCHÓW","96647"
"250189991","CZEKANÓW"," 5406"
"250190270","CZELADŹ","95530"
"251220060","CZEMIERNIKI","94829"
"252170140","CZERNIEJEWO","93327"
"252170380","CZERNIEJEWO II","93372"
"252180030","CZERNIKOWO","93452"
"253179983","CZERSK","92352"
"251160020","CZERWONA WIEŚ","94253"
"251229997","CZESŁAWICE"," 4804"
"251220140","CZESŁAWICE","94852"
"350190550","CZĘSTOCHOWA","  550"
"252219991","CZŁEKÓWKA","93706"
"253160170","CZŁOPA","92203"
"253170080","CZŁUCHÓW","92343"
"249209978","CZORSZTYN-NADZAMCZE"," 6622"
"252220040","CZYŻEW","93834"
"250209998","DALESZYCE","95643"
"251200060","DAŃKÓW","94656"
"254160020","DARŁOWO"," 1201"
"253150120","DARŻ","92154"
"252180250","DĄBIE","93405"
"252179995","DĄBROWA","93347"
"253239984","DĄBROWA BIAŁOSTOCKA","92930"
"250200270","DĄBROWA TARNOWSKA","95612"
"250200360","DĄBROWA TARNOWSKA","95664"
"253140240","DĄBROWICA","92055"
"253179986","DĄBRÓWKA","92337"
"250170550","DĄBRÓWKA GÓRNA","95362"
"251200270","DĄBRÓWKA STARA"," 4611"
"251200270","DĄBRÓWKA STARA","94660"
"252210190","DĘBE WIELKIE","93722"
"250219990","DĘBICA"," 5711"
"250219983","DĘBICA","95704"
"250180050","DĘBINIEC","95479"
"251210080","DĘBLIN","94724"
"249200340","DĘBNO","96661"
"249209972","DĘBNO"," 6635"
"252189992","DĘBOWICE","93411"
"253220080","DĘBOWO","92826"
"252180190","DĘBY SZLACHECKIE","93417"
"251159998","DŁUGIE","94146"
"254190110","DŁUGOBÓR","91610"
"250160590","DŁUGOPOLE-ZDRÓJ"," 5211"
"249200070","DOBCZYCE"," 6651"
"252150020","DOBIEGNIEW","93142"
"251180030","DOBRA","94443"
"253159997","DOBRA","92126"
"249209989","DOBRA","96637"
"252189996","DOBRE","93440"
"253190030","DOBROCIN"," 2502"
"250180110","DOBRODZIEŃ","95471"
"250170110","DOBROGOSZCZ"," 5302"
"250160040","DOBROMIERZ","95268"
"254199996","DOBRY","91509"
"253210220","DOBRYLAS","92710"
"253210280","DOBRYLAS","92753"
"251190150","DOBRYSZYCE","94508"
"251200040","DOLECK","94638"
"253159991","DOLICE","92110"
"249199974","DOLINA CHOCHOŁOWSKA","96505"
"249200550","DOLINA PIĘCIU STAWÓW"," 6633"
"251170010","DOLSK","94346"
"252220190","DOMANICE","93801"
"254200130","DOMARADY","91620"
"251230150","DOROHUSK","94908"
"253209990","DOZINY","92601"
"253230180","DRAHLE","92935"
"253150170","DRAWNO","92152"
"253150110","DRAWSKO POMORSKIE","92124"
"252150070","DREZDENKO","93138"
"250180140","DRONIOWICE","95469"
"250180580","DRONIOWICE"," 5454"
"251200020","DROZDY","94644"
"252160310","DRUŻYNA POZNAŃSKA","93295"
"253220050","DRYGAŁY","92828"
"251199996","DRZEWOCINY","94526"
"254220040","DUBENINKI","91816"
"251230210","DUBICA GÓRNA","94953"
"251239998","DUBIENKA","94904"
"254229997","DUBOWO","91803"
"249210140","DUKLA"," 6705"
"252190070","DUNINÓW","93526"
"250169994","DUSZNIKI-ZDRÓJ"," 5206"
"249220260","DWERNIK","96806"
"250160340","DWORKI","95232"
"254150010","DYGOWO","91150"
"249220040","DYNÓW"," 6802"
"253210330","DZBENIN","92754"
"252229991","DZIADKOWICE","93824"
"253200190","DZIAŁDOWO","92609"
"251180210","DZIAŁOSZYN","94407"
"253190090","DZIARNY","92554"
"250190350","DZIEĆKOWICE","95512"
"253190020","DZIERZGOŃ","92543"
"252169994","DZIERŻĄŻNO WIELKIE","93255"
"250160260","DZIERŻONIÓW","95248"
"250170290","DZIEWIĘTLICE","95318"
"254140010","DZIWNÓW"," 1001"
"254190190","ELBLĄG"," 1508"
"354190160","ELBLĄG-MILEJEWO","  160"
"253229998","ELŻBIECIN","92851"
"253220030","EŁK","92834"
"253180180","FALĘCIN","92413"
"251209991","FAŁKÓW","94608"
"252200140","FAMUŁKI BROCHOWSKIE","93626"
"253230110","FASTY","92911"
"251229996","FELIN"," 4806"
"250220080","FRAMPOL","95835"
"254209999","FRANKNOWO","91602"
"253180080","FRĄCA","92433"
"253209984","FRĄCZKI","92642"
"253200120","FRĄKNOWO","92651"
"254190050","FROMBORK"," 1505"
"254199999","FROMBORK","91528"
"249219990","FRYSZTAK","96733"
"250230130","FUTORY","95903"
"251210170","GADKA","94707"
"250160380","GAJÓW","95282"
"254200060","GALINY","91608"
"251219991","GARBATKA","94722"
"251230090","GARBATÓWKA","94913"
"253180110","GARDEJA","92429"
"250219982","GAWŁUSZOWICE","95726"
"251150090","GAWORZYCE","94145"
"252199991","GĄBIN","93521"
"354180140","GDAŃSK-PORT PÓŁNOCNY","  140"
"254180090","GDAŃSK-RĘBIECHOWO"," 1407"
"354180150","GDAŃSK-RĘBIECHOWO","  150"
"254180110","GDAŃSK-ŚWIBNO"," 1404"
"354180155","GDAŃSK-ŚWIBNO","  155"
"254189999","GDAŃSK-WRZESZCZ"," 1408"
"249209996","GDÓW","96652"
"254180060","GDYNIA"," 1402"
"254180230","GDYNIA DĄBROWA","91455"
"254180220","GDYNIA OKSYWIE","91454"
"252180130","GĘBICE","93437"
"249190040","GIERAŁTOWICE","96572"
"250150070","GIERCZYN","95126"
"253200040","GIETRZWAŁD","92635"
"249199991","GILOWICE","96549"
"253199999","GIRGAJNY","92540"
"253220010","GIŻE","91801"
"254219999","GIŻYCKO"," 1702"
"252150030","GIŻYN","93141"
"253149993","GIŻYN K/SZCZECINA","92012"
"249219992","GLINIK MARIAMPOLSKI","96750"
"250189986","GLIWICE","95432"
"252170360","GŁĘBOCKO","93370"
"252180090","GŁĘBOKIE","93459"
"252189985","GŁĘBOKIE"," 3404"
"252190030","GŁODOWO"," 3501"
"251160080","GŁOGÓW","94236"
"250170310","GŁOGÓWEK","95313"
"254210030","GŁOWBITY","91707"
"250170390","GŁUBCZYCE"," 5309"
"250170330","GŁUCHOŁAZY"," 5308"
"251209987","GŁUCHÓW","94635"
"250209975","GŁUCHÓW","95659"
"250169990","GŁUSZYCA","95241"
"250169999","GNIECHOWICE","95275"
"253189997","GNIEW","92440"
"252170110","GNIEZNO"," 3303"
"249200060","GNOJNIK","96665"
"249180050","GOCZAŁKOWICE-ZDRÓJ","96426"
"250190260","GOLCZOWICE","95534"
"250179997","GOLCZOWICE OPOLSKIE","95342"
"253140060","GOLENIÓW"," 2004"
"253140070","GOLENIÓW","92021"
"249189986","GOLESZÓW","96412"
"252170020","GOŁAŃCZ","93357"
"254220030","GOŁDAP"," 1801"
"249180060","GOŁKOWICE","96452"
"252200040","GOŁOTCZYZNA","93644"
"254180130","GORĘCZYNO","91453"
"249210090","GORLICE","96723"
"251199982","GORZKOWICE","94512"
"250239991","GORZKÓW","95932"
"352150300","GORZÓW WIELKOPOLSKI","  300"
"252150120","GORZYŃ"," 3101"
"250160110","GOSTKÓW","95261"
"253160160","GOSTOMIA","92206"
"252190090","GOSTYNIN","93522"
"250170760","GOŚCIEJOWICE","95365"
"252150080","GOŚCIM","93136"
"250170190","GOWOROWICE","95328"
"252140060","GOZDOWICE","93015"
"251160090","GÓRA","94238"
"251210010","GÓRA KALWARIA","94739"
"250189993","GÓRA ŚW.ANNY"," 5403"
"253239989","GÓRANY","92914"
"249180140","GÓRKI WIELKIE","96413"
"252179983","GÓRKI ZAGAJNE","93363"
"254200030","GÓROWO IŁAWECKIE","91614"
"251150080","GRABIK"," 4101"
"251159992","GRABISZYCE GÓRNE","94101"
"251219996","GRABOWIEC"," 4707"
"250239999","GRABOWIEC","95926"
"251210210","GRABOWIEC","94743"
"249229987","GRABOWNICA"," 6804"
"251170150","GRABOWNICA"," 4303"
"253229999","GRAJEWO","92827"
"253210320","GRĄDY PODMIEJSKIE","92750"
"250219996","GRĘBÓW","95736"
"249209973","GRODKOWICE","96656"
"250170140","GRODKÓW"," 5303"
"252189993","GRODZIEC","93402"
"250180130","GRODZIEC","95468"
"252220070","GRODZISK","93826"
"252169991","GRODZISK WIELKOPOLSKI","93220"
"250220170","GRODZISKO DOLNE","95808"
"253230130","GRÓDEK","92908"
"252200090","GRÓDKOWO","93631"
"253200220","GRUDUSK","92603"
"253180150","GRUDZIĄDZ"," 2403"
"252170130","GRUSZCZYN","93326"
"249209988","GRUSZOWIEC","96634"
"249200230","GRYBÓW","96628"
"253140110","GRYFINO","92014"
"251150340","GRYFÓW ŚLĄSKI","94110"
"251159985","GRYŻYCE","94147"
"252150210","GRYŻYNA","93110"
"252160140","GRZEBIENISKO","93231"
"250169987","GRZĘDY","95251"
"253160040","GRZMIĄCA","92230"
"254160090","GRZYBNICA","91202"
"249199979","GUBAŁÓWKA"," 6521"
"249190650","GUBAŁÓWKA","96578"
"251140010","GUBIN","94011"
"252210010","GUTY DUŻE","93764"
"253170050","GWIEŹDZIN","92347"
"249219991","HACZÓW","96725"
"252230110","HAJNÓWKA","93913"
"249200540","HALA GĄSIENICOWA"," 6632"
"349200628","HALA GĄSIENICOWA","  628"
"249199972","HALA LIPOWSKA","96517"
"249190680","HALA ORNAK"," 6526"
"250189976","HALEMBA","95427"
"251230080","HAŃSK","94915"
"249190510","HARKABUZ","96519"
"354180135","HEL","  135"
"250189971","HERBY NOWE","95472"
"253239996","HOŁODOLINA","92926"
"254189998","HOPOWO"," 1405"
"250239990","HORYNIEC"," 5950"
"250239997","HRUBIESZÓW","95924"
"251239995","HRUSZÓW","94905"
"249220030","HUCISKO JAWORNICKIE","96838"
"249229999","HUSÓW","96844"
"249200350","HUTA","96615"
"250190130","HUTKI","95561"
"250200280","IGOŁOMIA"," 5608"
"253199997","IŁAWA","92528"
"251159995","IŁOWA","94139"
"252200130","IŁÓW","93627"
"251210160","IŁŻA","94709"
"250160020","IMBRAMOWICE","95272"
"252189998","INOWROCŁAW"," 3402"
"249190090","INWAŁD"," 6503"
"253150140","IŃSKO","92120"
"249180560","ISTEBNA","96455"
"249180260","ISTEBNA-KUBALONKA"," 6408"
"249180270","ISTEBNA-MŁODA GÓRA","96403"
"249180280","ISTEBNA-STECÓWKA","96404"
"249180290","ISTEBNA-WIEŚ","96402"
"249189989","ISTEBNA-ZAOLZIE"," 6406"
"251180080","IWANOWICE","94429"
"250199991","IWANOWICE","95517"
"251150230","IWINY","94124"
"249209994","IWKOWA","96646"
"249210150","IWONICZ-ZDRÓJ"," 6706", 49.569189, 21.784847
"254170180","IZBICA","91355"
"252180160","IZBICA KUJAWSKA","93429"
"249229985","IZDEBKI","96832"
"249190560","JABŁONKA"," 6518"
"252180180","JABŁONKA","93423"
"252160190","JABŁONNA","93219"
"252209989","JABŁONNA","93629"
"253199996","JABŁONOWO","92518"
"253220270","JABŁONOWO-WYPYCHY"," 2856"
"250209987","JADOWNIKI MOKRE","95611"
"250150180","JAGNIĄTKÓW","95114"
"252180040","JAKSICE","93448"
"252180330","JAKSICE II","93462"
"250179995","JAKUBOWICE","95301"
"250200260","JAKUBOWICE","95613"
"250150170","JAKUSZYCE"," 5150"
"250159999","JAKUSZYCE","95113"
"253230060","JAŁÓWKA","92951"
"250150040","JANICE","95132"
"251169990","JANISZEWO","94244"
"250199975","JANKOWICE","95578"
"252170060","JANOWIEC WIELKOPOLSKI","93348"
"253230030","JANÓW","92923"
"250220070","JANÓW LUBELSKI","95838"
"250190010","JANUSZEWICE","95577"
"251210040","JARCZEW"," 4702"
"250150230","JARKOWICE","95103"
"252220140","JARNICE","93854"
"250170340","JARNOŁTÓWEK","95311"
"252219985","JARNUTY","93767"
"250220120","JAROCIN"," 5802"
"250220210","JAROSŁAW","95801"
"251190230","JAROSTY","94556"
"249200170","JASIENNA","96639"
"249200250","JASIONÓW","96623"
"249210080","JASŁO","96756"
"249219995","JASŁO","96729"
"254180030","JASTARNIA","91433"
"253160110","JASTROWIE","92214"
"249200130","JASTRZĘBIA"," 6650"
"249189998","JASTRZĘBIE"," 6450"
"249189997","JASTRZĘBIE","96451"
"249189996","JASTRZĘBIE-ZDRÓJ"," 6401"
"253230010","JASTRZĘBNA PIERWSZA","92950"
"250210090","JASTRZĘBSKA WOLA","95762"
"251180240","JASTRZYGOWICE","94401"
"253190050","JAŚKOWO","92537"
"249210250","JAŚLISKA","96707"
"249190010","JAWISZOWICE","96575"
"251160290","JAWOR","94205"
"249200440","JAWORZYNA KRYNICKA","96666"
"249209975","JAZOWSKO","96622"
"251229994","JEDLANKA","94840"
"249219985","JEDLICZE","96728"
"250160220","JEDLINA-ZDRÓJ","95247"
"253210250","JEDNOROŻEC","92705"
"251170320","JELCZ-LASKOWICE"," 4350"
"350150500","JELENIA GÓRA","  500"
"253200080","JEMIOŁOWO","92626"
"253190060","JERZWAŁD","92536"
"252180350","JEZIORKI","93464"
"253170020","JEZIORNA","92359"
"252169996","JEZIORY"," 3205"
"251190040","JEŻÓW","94552"
"254160040","JEŻYCZKI","91218"
"250209978","JĘDRZEJÓW","95636"
"250200340","JĘDRZEJÓW-SUDÓŁ"," 5664"
"250230170","JĘDRZEJÓWKA","95934"
"250229982","JOANIN","95846"
"249219998","JODŁOWA","96736"
"250160720","JODŁOWNIK","95284"
"249200110","JODŁOWNIK"," 6602"
"249190250","JORDANÓW","96539"
"250230060","JÓZEFÓW","95911"
"253239993","JUCHNOWIEC DOLNY","92902"
"253169986","JUCHOWO","92252"
"254200020","JUDYTY","91616"
"250169996","JUGÓW","95233"
"250150110","KACZORÓW","95125"
"249180110","KACZYCE","96418"
"250180160","KADŁUB-PIEC","95462"
"253210230","KADZIDŁO","92708"
"253180140","KALISKA","92423"
"351180435","KALISZ","  435"
"249220270","KALNICA","96853"
"249190110","KALWARIA ZEBRZYDOWSKA","96567"
"249190810","KALWARIA ZEBRZYDOWSKA","96599"
"249190380","KAMESZNICA","96532"
"249209990","KAMIENICA"," 6610"
"250160620","KAMIENICA","95276"
"253170140","KAMIENICA","92329"
"250160390","KAMIENIEC ZĄBKOWICKI","95224"
"253150230","KAMIENNA","92104"
"250160150","KAMIENNA GÓRA","95254"
"253170120","KAMIEŃ KRAJEŃSKI","92334"
"253149996","KAMIEŃ POMORSKI"," 2001"
"253230040","KAMIONKA","92922"
"251230130","KANIE","94906"
"251140020","KANIÓW","94010"
"249220010","KAŃCZUGA","96845"
"252150230","KARGOWA","93104"
"250180020","KARMONKI NOWE","95483"
"250150220","KARPACZ"," 5105"
"254170150","KARPNO","91308"
"253149990","KARSIBÓR","92029"
"253160120","KARSIBÓR","92211"
"253160230","KARSIBÓR II","92259"
"253140020","KARTLEWO","92026"
"254189996","KARTUZY","91421"
"254170040","KARŻNICZKA"," 1302"
"253180240","KASPARUS"," 2406"
"349190650","KASPROWY WIERCH","  650"
"254200070","KASZUNY","91606"
"250190530","KATOWICE PYRZOWICE"," 5550"
"350190560","KATOWICE-MUCHOWIEC","  560"
"252209996","KAWĘCZYN"," 3607"
"252200180","KAWĘCZYN","93660"
"251219998","KAZIMIERZ DOLNY","94716"
"250200240","KAZIMIERZA MAŁA","95617"
"254190210","KĄTY RYBACKIE","91529"
"251160310","KĄTY WROCŁAWSKIE","94204"
"250180620","KĘDZIERZYN-KOŹLE"," 5455"
"251220190","KĘPA","94805"
"250190190","KĘPIE","95545"
"251189998","KĘPNO","94414"
"354210185","KĘTRZYN","  185"
"249190070","KĘTY","96568"
"350200570","KIELCE-SUKÓW","  570"
"251180170","KIEŁCZYGŁÓW","94452"
"250180530","KIETRZ","95411"
"253200010","KIKITY","92647"
"253200240","KIKITY II","92655"
"253199993","KISIELICE","92529"
"252230070","KLEJNIKI","93916"
"252230150","KLESZCZELE","93907"
"252170280","KLĘKA","93306"
"249199973","KLIKUSZOWA","96516"
"250210120","KLIMONTÓW","95739"
"250200130","KLISZÓW","95634"
"253179991","KLONOWO","92326"
"253160060","KLUCZEWO","92223"
"254170170","KLUKI","91354"
"254179994","KLUKOWA HUTA","91319"
"250180040","KŁOBUCK","95482"
"253169987","KŁODA","92251"
"252180210","KŁODAWA","93415"
"350160520","KŁODZKO","  520"
"251169987","KŁONICE","94201"
"254190120","KMIECIN"," 1503"
"250180550","KOBIÓR","95410"
"250189998","KOBYLNO","95475"
"250190060","KOBYŁCZYCE","95582"
"250180120","KOCHCICE"," 5453"
"249190180","KOCIERZ MOSZCZANICKI","96552"
"251229995","KOCK","94827"
"251230010","KODEŃ","94927"
"250219988","KOLBUSZOWA"," 5709"
"250210220","KOLBUSZOWA","95761"
"253219999","KOLNO","92716"
"252200280","KOLONIA KAWĘCZYN","93667"
"251230170","KOLONIA ZAKRĘCIE","94950"
"352180345","KOŁO","  345"
"354150100","KOŁOBRZEG-DŹWIRZYNO","  100"
"252189997","KOŁODZIEJEWO","93441"
"252180080","KOŁUDA WIELKA"," 3403"
"249220180","KOMAŃCZA"," 6809"
"250159994","KOMARNO","95128"
"252210040","KOMOROWO","93773"
"249189993","KONIAKÓW","96401"
"250190070","KONIECPOL","95570"
"250200090","KONIECZNO","95642"
"252180220","KONIN","93413"
"252160210","KONOJAD","93214"
"253189992","KOŃCZEWICE"," 2404"
"251200180","KOŃSKIE","94610"
"250150120","KOPANIEC","95123"
"250200150","KOPERNIA","95630"
"253179998","KOPERNICA","92361"
"250170730","KOPICE","95363"
"249190440","KORBIELÓW","96523"
"250170240","KORFANTÓW"," 5304"
"250170750","KORFANTÓW II"," 5352"
"253170170","KORONOWO","92319"
